address,opcode_entropy
0x8275ebf521dc217aa79c88132017a5bcef001dd9,3.748860095168781
0x292e89d5d5bdab3af2f5838c194c1983f0140b43,3.6375620026191555
0x2753dce37a7edb052a77832039bcc9aa49ad8b25,3.6058421742470337
0xe1a0ce8b94c6a5e4791401086763d7bd0a6c18f5,3.728809080990599
0x9db8a10c7fe60d84397860b3af2e686d4f90c2b7,3.7099458296007963
0x50c6ec50a89a946c5886aeb54a22fe732558f7d1,3.772248838610957
0x42269ac712372ac89a158ad5a32806c6b6782d66,3.7024561451954425
0xec4cb1148ec60e00a6bfcfce4482db724db6bdde,3.684788733189317
0x3e597ea168a85aa2ae5e2c4333665bcd875ed10f,3.612910730404372
0xb954562066c71b3e6e7b2ac330b03c74c0dcd5ae,3.946887484738002
0x25d8f027fd25eecbcd812521fb2f75f175807a91,3.5933293403405417
0xd00736f864ecd5bef5996c735f98769ae0d10c7c,3.695605940174796
0xc71d244f7ad6c869ecbf13cbd9acae31718be4f8,3.6281014461723915
0xabe776435f7459e2f5ba773bfb753ed19a053dd0,3.706060744631197
0xc709878167ed069aea15fd0bd4e9758ceb4da193,3.745928632565669
0xf0b692ace03ffb689628e68d4919f91723d1c5a2,3.842247813140105
0x5946fe65ab9dc66a961234502ee96776e4fa9f52,3.795808583100219
0x108d0f1fc10ed324f8cc65d0a91cad11cd4994a4,3.745354945090417
0xaaf8c293ed36989d1871d2310b2845450d885673,3.869017639531627
0x28c748535cc0c774d7bb046adba0c9d77e3b4c92,3.6972783063382644
0xb131f4a55907b10d1f0a50d8ab8fa09ec342cd74,3.5889494711195695
0x455dedacbe41c178953119847f2b95e2d9ad0a1d,3.7693514308098655
0xe0b9d4146aad6936cbfcbe4dae47e34aab96b093,3.5667051566153716
0x9372b371196751dd2f603729ae8d8014bbeb07f6,3.6589969875646986
0xef20505c8b343d12da174bf9d8495c1ce2670989,3.6181748471841595
0x85aa3f04e539e426cbb55c0d584ea99cfe1d96a1,3.797026759788507
0xa0ffc741f109159ee203424a299e6d2731dcfc76,3.765701791978337
0x292f57c7fcd726ba651e46b620d99cc6afe0ec1c,3.561457798402126
0xe4182e57eeb29fbc2b3469e45c9e385cea8995ab,3.7913450534146156
0x1c5ee1ffebec5f3e1686e8e59d43f96a3c702b7f,3.6529206338643427
0x4165084a6e5388ce53c9d9892f904a2712dd943a,3.5963631486251084
0x1250b98cbde9f99f4c42dcdacee193221f17eb50,3.630513712342702
0x831467b7b6bf9c705dc87899d48b57ee55c8d5cc,3.6925708702726614
0x9d52414c4cc1fb8e7864a9b59495f430f8e5de44,3.2516291673878235
0x8b2e68075a06959e3e35aa0e451a13e099e41b23,3.6354748275410222
0x93023f1d3525e273f291b6f76d2f5027a39bf302,3.5887197229467787
0xe7e63e244c52b2230666e263657ba8db2b6b3705,3.5704110179690027
0x90f75ca026add95ae15ecbf48efc77ed272945be,3.808533190152086
0x8d07f605926837ea0f9e1e24dba0fb348cb3e97d,3.730632322456722
0x0b1ff525e092a98210ed150f8b08313f646847d6,3.835709312946018
0x82902c20c5826984588dcd2dfcc322e05dcc435c,3.7738250509496636
0x11cbc781dadaad13fc3a361772c80b1c027820af,3.7505946260982954
0x8ed9c7e4d8dfe480584cc7ef45742ac302ba27d7,3.6492232807590583
0x0414d8c87b271266a5864329fb4932bbe19c0c49,3.6935547558734223
0xa7cd93ed3133d82781cc17460fe1500b69a1b514,3.682217044686425
0x186ed770eecea82def7c92dcc077c4ba27acd5bd,3.8652678644691503
0x198376f921570e3cc547fd5c16e482cded8b4d1d,3.681639466367983
0x51c5807dd8398aedfcc91e6483417838b41eaeb8,3.7898205711411976
0x797885c0a6cfffcbc4d2e3c1ca0b4f07112db6a3,3.7634188236978043
0xa942890d7fc60f0d4a516f63dd273dcde72ae6c9,3.6039600497422226
0x94b7d24552933f50a5a5705c446528806dcea381,3.9413920433138787
0x1e4402fa427a7a835fc64ea6d051404ce767a569,3.662321798596947
0x91383a15c391c142b80045d8b4730c1c37ac0378,3.9690051636828634
0x6609f543d38816116fa5b9a98c918ca947f5455d,3.9366302720055364
0x548c9731ae163a73a28916eeb11717fe446dab54,3.551941516643664
0xdf7ff95aa3d855a6fb21399432166a92fdcf1b1a,3.693875189737561
0x87230146e138d3f296a9a77e497a2a83012e9bc5,3.891293786670782
0x10f6f2b97f3ab29583d9d38babf2994df7220c21,3.5771892204422135
0xde9e52f1838951e4d2bb6c59723b003c353979b6,3.7187715942598563
0xd28c8ff18f811e5fcd9b5b07889a343da8fd6502,3.678311925119753
0x16dfb898cf7029303c2376031392cb9bac450f94,3.4973176296903086
0xcb6cd204d783dc8d66896a6def5867d332228d7b,3.823385121389029
0x9a3fb36bf72a387fcc821a38ee9f50f1a0eb8cbd,3.575996056431811
0xf19308f923582a6f7c465e5ce7a9dc1bec6665b1,3.7514951097883777
0x52e4339b4b9ff254738d6e971e83440f60dc029c,3.6738167847522187
0xd217dc0cab1c952a7ce6f4d7ca4549cde1f37bb0,3.7121208756540605
0x6b5e9e55921e5e412cf1002599c05d4428cf50c5,3.604640278859533
0xee45e37e2b73e86c709d9edd1c8ea3b0ec72dad3,3.5861493442831653
0xb504035a11e672e12a099f32b1672b9c4a78b22f,3.6654838934513907
0x5927b72440d8a8b8c6ca5a8be60e88975f9063fc,3.6911943089356702
0xba751bff276907c438e927d2c2f18de574195e4b,3.5450834319683087
0x17e65e6b9b166fb8e7c59432f0db126711246bc0,3.6480479049315186
